Length,Count,Coverage,Query,Mosquito,Lowest E-value,Greatest identity %,Greatest HSP length,Family,Description (HSP length)
3160,2381,75.23892405,11_bowtie2_1_contig_536,Culex tarsalis,0,99.3,3151,Luteoviridae,MW434890.1 Marma virus isolate CMS002_051a_PLCR segment RNA1 genomic sequence
1653,1432,86.11252269,12_bowtie2_1_contig_1085,Culex tarsalis,0,99.15,1653,Luteoviridae,MW434835.1 Marma virus isolate CMS001_033_ALCO segment RNA2 genomic sequence
3154,2554,80.74857324,12_bowtie2_1_contig_15,Culex tarsalis,0,99.3,3151,Luteoviridae,MW434890.1 Marma virus isolate CMS002_051a_PLCR segment RNA1 genomic sequence
1574,915,57.56226175,19_bowtie2_1_contig_1915,Culex tarsalis,0,99.18,1465,Luteoviridae,MW434849.1 Marma virus isolate CMS001_039_ALCO segment RNA2 genomic sequence
3147,3371,106.8649507,19_bowtie2_1_contig_598,Culex tarsalis,0,99.3,3147,Luteoviridae,MW434890.1 Marma virus isolate CMS002_051a_PLCR segment RNA1 genomic sequence
3142,257,8.119350732,19_bowtie2_1_contig_5126,Culex tarsalis,0,87.85,3127,Picornavirales,MN661035.1 Atrato picorna-like virus 1 strain An 1771-1 genomic sequence
3125,913,29.14816,40_bowtie2_1_contig_5806,Aedes vexans,0,81.92,2991,Negevirus,"MT522375.1 Mekrijarvi negevirus isolate P39, complete genome"
3900,709,18.08564103,19_bowtie2_1_contig_413,Culex tarsalis,0,99.79,3899,Dicistroviridae,"MT195550.1 Soybean thrips dicistrovirus 1 strain STN1, complete genome"
3061,1184,38.74093434,23_bowtie2_contig_295,Culex tarsalis,0,100,1564,Luteoviridae,MW434897.1 Marma virus isolate CMS001_033_ALCO segment RNA1 genomic sequence
528,20,3.825757576,1_bowtie2_1_contig_44623,Aedes vexans,0,98.86,528,Rhabdoviridae,"MH664044.1 Flanders hapavirus isolate NE00-23, complete genome"
4085,920,22.40195838,13_bowtie2_1_contig_3508,Ochlerotatus dorsalis,0,74.77,4055,Picornavirales,"MH703050.1 Yongsan picorna-like virus 1 strain 16-0061/ROK/2016 putative polyprotein gene, partial cds"
3435,10434,305.8250364,36_bowtie2_1_contig_753,Aedes vexans,0,78.66,2192,Birnaviridae,"MT263973.1 Port Bolivar virus isolate GMC-202 segment A, complete sequence"
2967,352,11.95719582,45_bowtie2_1_contig_767,Aedes vexans,0,98.42,2968,Picornavirales,"MT293153.1 Hubei arthropod virus 1 strain STN1 polyprotein gene, complete cds"
962,154,15.76091476,10_bowtie2_1_contig_1349,Culex tarsalis,0,99.17,962,Rhabdoviridae,"NC_039202.1 Flanders virus nucleoprotein, phosphoprotein, hypothetical proteins, matrix, glycoprotein, hypothetical protein, and polymerase genes, complete cds"
2961,60409,2011.433637,18_bowtie2_1_contig_50,Coquillettidia perturbans,0,76.3,1355,Iflaviridae,"LC310707.1 Armigeres iflavirus gene for polyprotein, complete cds, strain: 10P38-310"
675,62,8.986666667,16_bowtie2_1_contig_12745,Ochlerotatus dorsalis,9.05E-139,81.63,678,Picornavirales,"MH703050.1 Yongsan picorna-like virus 1 strain 16-0061/ROK/2016 putative polyprotein gene, partial cds"
2954,326,11.07515234,20_bowtie2_1_contig_13041,Aedes vexans,0,80.1,2957,Tymoviridae,"KX883800.1 Hubei macula-like virus 3 strain spider129741 hypothetical protein gene, partial cds; and hypothetical protein gene, complete cds"
2938,442,15.0871341,24_bowtie2_1_contig_3147,Ochlerotatus flavescens,0,71.93,2491,Picornavirales,MT138134.1 Picornavirales sp. isolate zftwig05rna2nc genomic sequence
698,1620,230.9756447,10_bowtie2_1_contig_2247,Culex tarsalis,0,99.14,695,Rhabdoviridae,"MH188000.1 Culex rhabdovirus strain CRV/Kern, complete genome"
2868,220,7.631101813,8_bowtie2_1_contig_9961,Aedes vexans,0,71.54,2114,Picornavirales,"MN784071.1 Perrin Park virus strain PPKV 205642 hypothetical protein gene, complete cds"
1959,457,23.06533946,10_bowtie2_1_contig_4060,Culex tarsalis,0,99.18,1959,Rhabdoviridae,"NC_040599.1 Merida virus isolate MERD-Mex07, complete genome"
405,31,7.479012346,10_bowtie2_1_contig_4806,Culex tarsalis,0,99.01,405,Rhabdoviridae,"MH188000.1 Culex rhabdovirus strain CRV/Kern, complete genome"
2826,172,6.141896674,43_bowtie2_contig_5485,Culex tarsalis,0,99.15,2825,Virgaviridae,MW435006.1 Hubei virga-like virus 2 isolate CMS002_053a_PLCR genomic sequence
2825,911,32.11221239,40_bowtie2_1_contig_7619,Aedes vexans,0,72.54,2658,Rhabdoviridae,"NC_040669.1 Riverside virus 1 strain RISV-Drava 1, complete genome"
2820,3393,119.2301418,10_bowtie2_1_contig_658,Culex tarsalis,0,99.05,2008,Rhabdoviridae,"MH188000.1 Culex rhabdovirus strain CRV/Kern, complete genome"
2820,551,19.5035461,18_bowtie2_1_contig_9799,Coquillettidia perturbans,7.59E-122,65.66,2057,Iflaviridae,"MT498832.1 Fitzroy Crossing iflavirus 1 isolate FCIV1/pool-6, complete genome"
2805,211,7.532263815,45_bowtie2_1_contig_7619,Aedes vexans,0,89.49,2845,Picornavirales,"MT293153.1 Hubei arthropod virus 1 strain STN1 polyprotein gene, complete cds"
1882,88,4.632306057,16_bowtie2_1_contig_14084,Ochlerotatus dorsalis,0,71.68,1892,Picornavirales,"MH703050.1 Yongsan picorna-like virus 1 strain 16-0061/ROK/2016 putative polyprotein gene, partial cds"
2749,337737,12238.62714,24_bowtie2_1_contig_25,Ochlerotatus flavescens,0,76.13,958,Iflaviridae,"LC310707.1 Armigeres iflavirus gene for polyprotein, complete cds, strain: 10P38-310"
3438,20387,596.8947062,37_bowtie2_1_contig_234,Aedes vexans,0,78.66,2192,Birnaviridae,"MT263973.1 Port Bolivar virus isolate GMC-202 segment A, complete sequence"
682,27,3.838709677,16_bowtie2_1_contig_15909,Ochlerotatus dorsalis,6.59E-128,75.3,672,Picornavirales,"MH703050.1 Yongsan picorna-like virus 1 strain 16-0061/ROK/2016 putative polyprotein gene, partial cds"
2735,1799,65.60914077,4_bowtie2_1_contig_63,Aedes vexans,0,78.72,2732,Negevirus,"KX518756.1 Big Cypress virus strain BCNP3-128A hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds"
520,32,6.026923077,10_bowtie2_1_contig_14176,Culex tarsalis,0,97.69,520,Rhabdoviridae,"MH664048.1 Flanders hapavirus isolate CT-460, complete genome"
779,42,5.359435173,19_bowtie2_1_contig_9728,Culex tarsalis,0,99.61,779,Dicistroviridae,"MT195550.1 Soybean thrips dicistrovirus 1 strain STN1, complete genome"
2682,841,31.58501119,33_bowtie2_1_contig_5317,Aedes vexans,0,70.38,2679,Rhabdoviridae,"NC_040669.1 Riverside virus 1 strain RISV-Drava 1, complete genome"
681,26,3.800293686,1_bowtie2_1_contig_45856,Aedes vexans,0,89.53,677,Flaviviridae,MW434112.1 Placeda virus isolate CMS001_039_ALCO genomic sequence
2679,240,9.01866368,1_bowtie2_1_contig_3680,Aedes vexans,0,73.79,2193,Picornavirales,MT138134.1 Picornavirales sp. isolate zftwig05rna2nc genomic sequence
2634,171,6.531131359,23_bowtie2_contig_7191,Culex tarsalis,0,98.22,2634,Rhabdoviridae,MW434767.1 Elisy virus isolate CMS002_032a_COAV genomic sequence
510,19,3.615686275,10_bowtie2_1_contig_17060,Culex tarsalis,0,99.41,510,Rhabdoviridae,"MH664045.1 Flanders hapavirus isolate CA63V-162, complete genome"
2602,138,5.34358186,37_bowtie2_1_contig_4909,Aedes vexans,0,79.98,2601,Rhabdoviridae,"NC_040669.1 Riverside virus 1 strain RISV-Drava 1, complete genome"
2598,2206,85.07197844,37_bowtie2_1_contig_348,Aedes vexans,0,71.08,1955,Rhabdoviridae,"NC_040669.1 Riverside virus 1 strain RISV-Drava 1, complete genome"
2596,398,15.26348228,36_bowtie2_1_contig_4251,Aedes vexans,0,75.58,1398,Rhabdoviridae,"NC_040669.1 Riverside virus 1 strain RISV-Drava 1, complete genome"
930,38,4.07311828,22_bowtie2_1_contig_17505,Aedes vexans,0,99.81,535,Dicistroviridae,"MT195550.1 Soybean thrips dicistrovirus 1 strain STN1, complete genome"
334,38,11.2245509,11_bowtie2_1_contig_13506,Culex tarsalis,1.81E-156,97.01,334,Iflaviridae,MW434121.1 Culex Iflavi-like virus 4 isolate CMS002_034a_COAV genomic sequence
2557,637,25.12827532,27_bowtie2_1_contig_1606,Aedes vexans,0,91.43,2551,Chuviridae,"KX924631.1 Chuvirus Mos8Chu0 segment S glycoprotein and hypothetical protein genes, complete cds"
1207,240,19.8044739,11_bowtie2_1_contig_2000,Culex tarsalis,0,99.17,1207,Iflaviridae,MW434121.1 Culex Iflavi-like virus 4 isolate CMS002_034a_COAV genomic sequence
2528,464,18.41811709,32_bowtie2_1_contig_10438,Ochlerotatus triseriatus,0,69.33,1866,,MK250085.1 Mimiviridae sp. ChoanoV1 genomic sequence
635,58,9.02992126,10_bowtie2_1_contig_11736,Culex tarsalis,0,100,635,Peribunyaviridae,"MW434616.1 Culex Bunyavirus 2 isolate CMS002_022a_SAND RNA-dependent RNA polymerase gene, complete cds"
2518,336,13.42414615,25_bowtie2_1_contig_1973,Aedes vexans,0,91.35,2493,Chuviridae,"KX924631.1 Chuvirus Mos8Chu0 segment S glycoprotein and hypothetical protein genes, complete cds"
2500,530,21.31,41_bowtie2_1_contig_5456,Aedes vexans,0,73.97,2282,Iflaviridae,"LC310707.1 Armigeres iflavirus gene for polyprotein, complete cds, strain: 10P38-310"
311,21,6.819935691,10_bowtie2_1_contig_7071,Culex tarsalis,7.09E-155,99.36,311,Rhabdoviridae,"NC_040599.1 Merida virus isolate MERD-Mex07, complete genome"
2477,494,20.04238999,31_bowtie2_1_contig_6761,Aedes canadensis,0,67.18,1657,Negevirus,"MT822181.1 Serbia mononega-like virus 1, complete genome"
657,223,34.10197869,1_bowtie2_1_contig_11379,Aedes vexans,0,98.46,651,Orthomyxoviridae,"MW434463.1 Wuhan Mosquito Virus 6 isolate CMS002_029d_WVAL hypothetical protein 2 gene, complete cds"
897,37,4.163879599,22_bowtie2_1_contig_18466,Aedes vexans,0,100,897,Dicistroviridae,"MT195550.1 Soybean thrips dicistrovirus 1 strain STN1, complete genome"
772,63,8.180051813,1_bowtie2_1_contig_15528,Aedes vexans,0,99.09,772,Orthomyxoviridae,"MW434393.1 Wuhan Mosquito Virus 6 isolate CMS001_043_ALCO nucleoprotein gene, complete cds"
614,138,22.30944625,1_bowtie2_1_contig_18996,Aedes vexans,0,99.67,614,Orthomyxoviridae,"MW434474.1 Wuhan Mosquito Virus 6 isolate CMS001_036_ALCO hypothetical protein 3 gene, complete cds"
522,20,3.795019157,1_bowtie2_1_contig_26966,Aedes vexans,0,99.04,522,Orthomyxoviridae,"MW434443.1 Wuhan Mosquito Virus 6 isolate CMS002_056a_PLCR hypothetical protein gene, complete cds"
506,12,2.391304348,1_bowtie2_1_contig_32379,Aedes vexans,0,98.62,506,Orthomyxoviridae,"MW434407.1 Wuhan Mosquito Virus 6 isolate CMS001_034_ALCO polymerase PA gene, complete cds"
476,1862,382.9978992,10_bowtie2_1_contig_1075,Culex tarsalis,0,98.73,471,Orthomyxoviridae,"MW434452.1 Wuhan Mosquito Virus 6 isolate CMS001_038_ALCO hypothetical protein gene, complete cds"
252,47,18.15079365,10_bowtie2_1_contig_12926,Culex tarsalis,2.55E-121,98.81,252,Orthomyxoviridae,"MW434445.1 Wuhan Mosquito Virus 6 isolate CMS002_029e_WVAL hypothetical protein gene, complete cds"
2232,806,35.95654122,10_bowtie2_1_contig_1461,Culex tarsalis,0,98.7,2232,Orthomyxoviridae,"MW434395.1 Wuhan Mosquito Virus 6 isolate CMS001_036_ALCO polymerase PA gene, complete cds"
372,1831,483.0672043,10_bowtie2_1_contig_1999,Culex tarsalis,0,98.65,370,Orthomyxoviridae,"MW434455.1 Wuhan Mosquito Virus 6 isolate CMS001_039_ALCO hypothetical protein gene, complete cds"
2427,658,26.99175937,10_bowtie2_1_contig_2663,Culex tarsalis,0,99.75,2426,Orthomyxoviridae,"MW434432.1 Wuhan Mosquito Virus 6 isolate CMS002_056a_PLCR polymerase PB1 gene, complete cds"
1863,1161,62.17337627,10_bowtie2_1_contig_3145,Culex tarsalis,0,99.3,1860,Orthomyxoviridae,"MW434385.1 Wuhan Mosquito Virus 6 isolate CMS002_056a_PLCR nucleoprotein gene, complete cds"
656,2766,419.4314024,10_bowtie2_1_contig_396,Culex tarsalis,0,98.61,648,Orthomyxoviridae,"MW434463.1 Wuhan Mosquito Virus 6 isolate CMS002_029d_WVAL hypothetical protein 2 gene, complete cds"
2426,637,26.30544106,10_bowtie2_1_contig_4265,Culex tarsalis,0,99.22,2426,Orthomyxoviridae,"MW434418.1 Wuhan Mosquito Virus 6 isolate CMS001_036_ALCO polymerase PB2 gene, complete cds"
484,2351,478.4545455,10_bowtie2_1_contig_497,Culex tarsalis,0,99.79,480,Orthomyxoviridae,"MW434483.1 Wuhan Mosquito Virus 6 isolate CMS001_039_ALCO hypothetical protein 3 gene, complete cds"
2431,767,31.54298643,11_bowtie2_1_contig_1115,Culex tarsalis,0,99.75,2430,Orthomyxoviridae,"MW434432.1 Wuhan Mosquito Virus 6 isolate CMS002_056a_PLCR polymerase PB1 gene, complete cds"
2437,520,21.2942142,3_bowtie2_1_contig_29,Aedes vexans,0,89.69,2489,Chuviridae,"KX924631.1 Chuvirus Mos8Chu0 segment S glycoprotein and hypothetical protein genes, complete cds"
1862,1391,74.60526316,11_bowtie2_1_contig_1704,Culex tarsalis,0,99.3,1860,Orthomyxoviridae,"MW434385.1 Wuhan Mosquito Virus 6 isolate CMS002_056a_PLCR nucleoprotein gene, complete cds"
710,60,8.432394366,16_bowtie2_1_contig_22897,Ochlerotatus dorsalis,2.24E-140,76.07,698,Picornavirales,"MH703050.1 Yongsan picorna-like virus 1 strain 16-0061/ROK/2016 putative polyprotein gene, partial cds"
686,307,44.16763848,11_bowtie2_1_contig_325,Culex tarsalis,0,99.56,682,Orthomyxoviridae,"MW434443.1 Wuhan Mosquito Virus 6 isolate CMS002_056a_PLCR hypothetical protein gene, complete cds"
662,3522,529.2205438,11_bowtie2_1_contig_417,Culex tarsalis,0,98.59,640,Orthomyxoviridae,"MW434463.1 Wuhan Mosquito Virus 6 isolate CMS002_029d_WVAL hypothetical protein 2 gene, complete cds"
764,236,30.30235602,11_bowtie2_1_contig_460,Culex tarsalis,0,98.82,761,Orthomyxoviridae,"MW434446.1 Wuhan Mosquito Virus 6 isolate CMS001_042_ALCO hypothetical protein gene, complete cds"
2411,133,5.562836997,45_bowtie2_1_contig_12709,Aedes vexans,0,77.92,2405,Rhabdoviridae,"NC_040669.1 Riverside virus 1 strain RISV-Drava 1, complete genome"
2367,996,41.98986058,19_bowtie2_1_contig_1017,Culex tarsalis,0,87.92,2364,Picornavirales,"MH703052.1 Yongsan picorna-like virus 2 strain 16-0131/ROK/2016 putative polyprotein gene, complete cds"
2351,13000,555.7537218,26_bowtie2_1_contig_512,Culex tarsalis,0,82.89,1340,Tombusviridae,"MH324433.1 Hypsignathus monstrosus tombus-like virus 1 isolate HMTLV1-RML51 hypothetical protein 1 and hypothetical protein 2 genes, complete cds"
2346,3647,154.9978687,10_bowtie2_1_contig_136,Culex tarsalis,0,80.77,1340,Tombusviridae,"MH324433.1 Hypsignathus monstrosus tombus-like virus 1 isolate HMTLV1-RML51 hypothetical protein 1 and hypothetical protein 2 genes, complete cds"
2340,1999,85.76025641,23_bowtie2_contig_1599,Culex tarsalis,0,80.46,1332,Tombusviridae,"MH324433.1 Hypsignathus monstrosus tombus-like virus 1 isolate HMTLV1-RML51 hypothetical protein 1 and hypothetical protein 2 genes, complete cds"
2336,814,34.96361301,20_bowtie2_1_contig_3567,Aedes vexans,0,80.07,1340,Tombusviridae,"MH324433.1 Hypsignathus monstrosus tombus-like virus 1 isolate HMTLV1-RML51 hypothetical protein 1 and hypothetical protein 2 genes, complete cds"
2324,187,8.046901893,40_bowtie2_1_contig_23732,Aedes vexans,0,76.87,2321,Rhabdoviridae,"NC_040669.1 Riverside virus 1 strain RISV-Drava 1, complete genome"
512,28,5.439453125,1_bowtie2_1_contig_46673,Aedes vexans,0,92.97,512,Flaviviridae,MW434110.1 Placeda virus isolate CMS002_056a_PLCR genomic sequence
442,16,3.65158371,10_bowtie2_1_contig_15024,Culex tarsalis,0,99.77,442,Peribunyaviridae,"MH188052.1 Culex Bunyavirus 2 strain CBunV2/Fresno, complete genome"
1209,24729,2033.381307,25_bowtie2_1_contig_296,Aedes vexans,0,96,1212,Negevirus,"KX518772.1 Cordoba virus strain Nepal12-3 hypothetical protein 1 gene, complete cds"
2301,306,13.09083007,6_bowtie2_1_contig_13159,Aedes vexans,0,67.82,1488,,"MF001305.1 NY_014 poxvirus strain 2013, complete genome"
581,22,3.810671256,1_bowtie2_1_contig_48085,Aedes vexans,0,91.05,581,Flaviviridae,MW434111.1 Placeda virus isolate CMS001_002_ALCO genomic sequence
2246,323,14.4666073,4_bowtie2_1_contig_6578,Aedes vexans,0,69.99,1473,,"NC_028094.1 Chrysochromulina ericina virus isolate CeV-01B, complete genome"
2242,114,5.128010705,40_bowtie2_1_contig_15836,Aedes vexans,0,79.1,2225,Rhabdoviridae,"NC_040669.1 Riverside virus 1 strain RISV-Drava 1, complete genome"
2445,759,30.96932515,11_bowtie2_1_contig_4939,Culex tarsalis,0,99.18,2433,Orthomyxoviridae,"MW434418.1 Wuhan Mosquito Virus 6 isolate CMS001_036_ALCO polymerase PB2 gene, complete cds"
799,82,10.27909887,10_bowtie2_1_contig_15079,Culex tarsalis,0,100,799,Peribunyaviridae,"MH188052.1 Culex Bunyavirus 2 strain CBunV2/Fresno, complete genome"
695,51,7.155395683,16_bowtie2_1_contig_23816,Ochlerotatus dorsalis,1.06E-131,75.29,692,Picornavirales,"MH703050.1 Yongsan picorna-like virus 1 strain 16-0061/ROK/2016 putative polyprotein gene, partial cds"
2220,875,39.2472973,11_bowtie2_1_contig_5816,Culex tarsalis,0,98.65,2221,Orthomyxoviridae,"MW434403.1 Wuhan Mosquito Virus 6 isolate CMS001_032_ALCO polymerase PA gene, complete cds"
752,4019,520.2234043,11_bowtie2_1_contig_882,Culex tarsalis,0,98.76,402,Orthomyxoviridae,"MW434458.1 Wuhan Mosquito Virus 6 isolate CMS001_002_ALCO hypothetical protein gene, complete cds"
485,2697,548.5381443,11_bowtie2_1_contig_941,Culex tarsalis,0,100,480,Orthomyxoviridae,"MW434483.1 Wuhan Mosquito Virus 6 isolate CMS001_039_ALCO hypothetical protein 3 gene, complete cds"
2223,122,5.528565,30_bowtie2_contig_14469,Culex tarsalis,0,99.91,2223,Virgaviridae,MW435008.1 Hubei virga-like virus 2 isolate CMS001_020_ALCO genomic sequence
291,24,7.580756014,10_bowtie2_1_contig_7309,Culex tarsalis,7.03E-142,98.97,290,Rhabdoviridae,"MH188000.1 Culex rhabdovirus strain CRV/Kern, complete genome"
277,333,116.9097473,12_bowtie2_1_contig_1154,Culex tarsalis,1.78E-136,99.28,277,Orthomyxoviridae,"MW434482.1 Wuhan Mosquito Virus 6 isolate CMS001_034_ALCO hypothetical protein 3 gene, complete cds"
345,27,7.901449275,12_bowtie2_1_contig_13070,Culex tarsalis,2.78E-173,99.42,345,Orthomyxoviridae,"MW434419.1 Wuhan Mosquito Virus 6 isolate CMS002_029c_WVAL polymerase PB2 gene, complete cds"
315,18,5.768253968,12_bowtie2_1_contig_13755,Culex tarsalis,2.06E-155,99.05,315,Orthomyxoviridae,"MW434420.1 Wuhan Mosquito Virus 6 isolate CMS001_002_ALCO polymerase PB2 gene, complete cds"
399,25,6.325814536,10_bowtie2_1_contig_3162,Culex tarsalis,0,96.21,396,Tombusviridae,MW434932.1 Hubei mosquito virus 4 isolate CMS001_018_ALCO genomic sequence
2191,345,15.82199909,22_bowtie2_1_contig_14143,Aedes vexans,0,91.77,2195,Chuviridae,"KX924631.1 Chuvirus Mos8Chu0 segment S glycoprotein and hypothetical protein genes, complete cds"
2184,160,7.273351648,5_bowtie2_1_contig_22405,Aedes vexans,0,76.74,2183,Rhabdoviridae,"NC_040669.1 Riverside virus 1 strain RISV-Drava 1, complete genome"
2182,207,9.53299725,21_bowtie2_1_contig_1925,Anopheles earlei,7.12E-159,67.15,1980,,"MH822965.1 Anopheles marajoara virus isolate AMA, complete genome"
1601,292,18.22298563,12_bowtie2_1_contig_2380,Culex tarsalis,0,99.13,1601,Orthomyxoviridae,"MW434419.1 Wuhan Mosquito Virus 6 isolate CMS002_029c_WVAL polymerase PB2 gene, complete cds"
2177,218,9.974276527,6_bowtie2_1_contig_321,Aedes vexans,0,77.86,2173,Rhabdoviridae,"NC_040669.1 Riverside virus 1 strain RISV-Drava 1, complete genome"
2167,148,6.870327642,9_bowtie2_1_contig_8615,Coquillettidia perturbans,0,76.72,2171,,"MK733235.1 Sitobion miscanthi virus 1 strain YYSMV1, complete genome"
2157,511,23.69633751,32_bowtie2_1_contig_8177,Ochlerotatus triseriatus,0,72.49,1346,,"LT717347.1 Mimivirus U306 genome assembly, complete genome: monopartite"
1896,212,11.17457806,10_bowtie2_1_contig_1512,Culex tarsalis,0,99.89,1896,Peribunyaviridae,"MW434548.1 Culex Bunyavirus 2 isolate CMS001_030_ALCO glycoprotein gene, complete cds"
1566,321,20.33908046,11_bowtie2_1_contig_257,Culex tarsalis,0,98.53,1566,Iflaviridae,MW434121.1 Culex Iflavi-like virus 4 isolate CMS002_034a_COAV genomic sequence
2153,216,10.11890386,25_bowtie2_1_contig_13539,Aedes vexans,0,93.46,2049,Chuviridae,"KX924631.1 Chuvirus Mos8Chu0 segment S glycoprotein and hypothetical protein genes, complete cds"
569,20,3.44288225,16_bowtie2_1_contig_25877,Ochlerotatus dorsalis,2.82E-106,75.96,545,Picornavirales,"MH703050.1 Yongsan picorna-like virus 1 strain 16-0061/ROK/2016 putative polyprotein gene, partial cds"
601,23,3.863560732,10_bowtie2_1_contig_9417,Culex tarsalis,0,98.84,601,Rhabdoviridae,MW434772.1 Merida virus isolate CMS002_041a_COAV genomic sequence
2140,469,22.07663551,36_bowtie2_1_contig_3180,Aedes vexans,0,97.3,2036,Chuviridae,"KX924631.1 Chuvirus Mos8Chu0 segment S glycoprotein and hypothetical protein genes, complete cds"
